record_id,merchant,category,rail,bank,gateway,gross_amount,fee_amount,bank_amount,gateway_amount,bank_date,gateway_date,bank_ref,gateway_ref,bank_desc,gateway_desc,status,anomaly_flag,anomaly_category
TXN-10K-00075,Freshworks SaaS Cloud,SaaS,UPI,KOTAK,Razorpay,12195.46,28.78,12195.46,12166.68,2026-08-20 11:54:00,2026-08-20 11:54:00,REF-FRSH5163953,PO-FRSH5163953,UPI CR-FRSH5163953-RAZORPAY-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH5163953,matched,False,matched_clean
TXN-10K-00076,Razorpay Capital Advances,Lending,Debit Card,KOTAK,Stripe,29271.9,591.95,29271.9,28679.95,2026-08-29 19:08:00,2026-08-29 19:08:00,REF-RZPC8194570,PO-RZPC8194570,DEBIT CR-RZPC8194570-STRIPE-SETTLEMENT-Razorpay Capital Advances,Debit collection clearance sweep RZPC8194570,matched,False,matched_clean
TXN-10K-00077,Swiggy Instamart Fleet,Quick Commerce,Credit Card,HDFC,Stripe,20730.88,396.7,20730.88,20334.18,2026-08-06 14:21:00,2026-08-06 14:21:00,REF-SWG5024269,PO-SWG5024269,CARD SETTLE-SWG5024269-STRIPE-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG5024269,matched,False,matched_clean
TXN-10K-00078,Dunzo Quick Commerce,E-Commerce,Credit Card,AXIS,PayU,35879.54,844.59,35879.54,35034.95,2026-08-03 16:54:00,2026-08-03 16:54:00,REF-DNZ5833597,PO-DNZ5833597,CARD SETTLE-DNZ5833597-PAYU-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ5833597,matched,False,matched_clean
TXN-10K-00079,Infosys Contractor Payroll,Enterprise,NEFT/RTGS,HDFC,Stripe,956002.23,0.0,956002.23,956002.23,2026-08-13 23:30:00,2026-08-13 23:30:00,REF-INFY2925626,PO-INFY2925626,NEFT/RTGS CR-INFY2925626-STRIPE-TREASURY SWEEP-Infosys Contractor Payroll,Corporate treasury gross settlement INFY2925626,matched,False,matched_clean
TXN-10K-00080,Cleartrip Flights & Hotels,Travel,UPI,SBI,Stripe,2613.95,6.17,2613.95,2607.78,2026-08-21 05:18:00,2026-08-21 05:18:00,REF-CLRT5842082,PO-CLRT5842082,UPI CR-CLRT5842082-STRIPE-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT5842082,matched,False,matched_clean
TXN-10K-00081,Infosys Contractor Payroll,Enterprise,NEFT/RTGS,SBI,PayU,625543.0,0.0,625543.0,625543.0,2026-09-01 23:56:00,2026-09-01 23:56:00,REF-INFY2349590,PO-INFY2349590,NEFT/RTGS CR-INFY2349590-PAYU-TREASURY SWEEP-Infosys Contractor Payroll,Corporate treasury gross settlement INFY2349590,matched,False,matched_clean
TXN-10K-00082,Razorpay Capital Advances,Lending,UPI,SBI,Cashfree,3549.53,8.38,3549.53,3541.15,2026-08-03 07:56:00,2026-08-03 07:56:00,REF-RZPC5521644,PO-RZPC5521644,UPI CR-RZPC5521644-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC5521644,matched,False,matched_clean
TXN-10K-00083,Cleartrip Flights & Hotels,Travel,NetBanking,AXIS,PayU,36760.6,944.91,36760.6,35815.69,2026-08-29 06:40:00,2026-08-29 06:40:00,REF-CLRT9249789,PO-CLRT9249789,NB CR-CLRT9249789-PAYU-DIRECT DISBURSE-Cleartrip Flights & Hotels,Internet banking settlement net of fee CLRT9249789,matched,False,matched_clean
TXN-10K-00084,Razorpay Capital Advances,Lending,Credit Card,SBI,Cashfree,64500.7,1295.22,64500.7,63205.48,2026-08-22 23:03:00,2026-08-26 23:03:00,REF-RZPC9312590,PO-RZPC9312590,CARD SETTLE-RZPC9312590-CASHFREE-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC9312590,flagged,True,settlement_lag
TXN-10K-00085,Dunzo Quick Commerce,E-Commerce,UPI,AXIS,Razorpay,4950.62,11.68,4950.62,4938.94,2026-08-27 02:33:00,2026-08-27 02:33:00,REF-DNZ1019311,PO-DNZ1019311,UPI CR-DNZ1019311-RAZORPAY-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ1019311,matched,False,matched_clean
TXN-10K-00086,Postman API Cloud,SaaS,UPI,AXIS,PayU,7848.82,18.53,7848.82,7830.29,2026-09-02 06:20:00,2026-09-02 06:20:00,REF-POST8416216,PO-POST8416216,UPI CR-POST8416216-PAYU-COLLECTION-Postman API Cloud,UPI instant merchant payout batch POST8416216,matched,False,matched_clean
TXN-10K-00087,Zomato Logistics Payouts,Logistics,NEFT/RTGS,SBI,Stripe,553833.51,0.0,553833.51,550289.15,2026-09-01 13:08:00,2026-09-01 13:08:00,REF-ZMT1484348,PO-ZMT1484348,NEFT/RTGS CR-ZMT1484348-STRIPE-TREASURY SWEEP-Zomato Logistics Payouts,Corporate treasury gross settlement ZMT1484348,mismatched,True,amount_discrepancy
TXN-10K-00088,Zomato Logistics Payouts,Logistics,Credit Card,ICICI,Cashfree,41956.15,902.55,41956.15,41053.6,2026-08-06 16:40:00,2026-08-06 16:40:00,REF-ZMT2903561,PO-ZMT2903561,CARD SETTLE-ZMT2903561-CASHFREE-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT2903561,matched,False,matched_clean
TXN-10K-00089,Cleartrip Flights & Hotels,Travel,Credit Card,AXIS,Cashfree,21378.76,459.07,21378.76,20919.69,2026-09-01 01:07:00,2026-09-01 01:07:00,REF-CLRT5089126,PO-CLRT5089126,CARD SETTLE-CLRT5089126-CASHFREE-POS DISBURSE-Cleartrip Flights & Hotels,Card settlement net of gateway interchange CLRT5089126,matched,False,matched_clean
TXN-10K-00090,Zomato Logistics Payouts,Logistics,NetBanking,KOTAK,Stripe,53343.3,1061.89,53343.3,52281.41,2026-08-27 20:36:00,2026-08-27 20:36:00,REF-ZMT9518424,PO-ZMT9518424,NB CR-ZMT9518424-STRIPE-DIRECT DISBURSE-Zomato Logistics Payouts,Internet banking settlement net of fee ZMT9518424,matched,False,matched_clean
TXN-10K-00091,Zerodha Securities Payout,FinTech,NetBanking,KOTAK,PayU,83145.79,1850.72,83145.79,81295.07,2026-08-31 20:46:00,2026-08-31 20:46:00,REF-ZRD6577416,PO-ZRD6577416,NB CR-ZRD6577416-PAYU-DIRECT DISBURSE-Zerodha Securities Payout,Internet banking settlement net of fee ZRD6577416,matched,False,matched_clean
TXN-10K-00092,Infosys Contractor Payroll,Enterprise,NEFT/RTGS,SBI,Stripe,324626.38,0.0,324626.38,324626.38,2026-08-25 16:58:00,2026-08-25 16:58:00,REF-INFY7891662,PO-INFY7891662,NEFT/RTGS CR-INFY7891662-STRIPE-TREASURY SWEEP-Infosys Contractor Payroll,Corporate treasury gross settlement INFY7891662,matched,False,matched_clean
TXN-10K-00093,Infosys Contractor Payroll,Enterprise,NEFT/RTGS,AXIS,PayU,961252.71,0.0,961252.71,961252.71,2026-08-11 01:54:00,2026-08-11 01:54:00,REF-INFY1621086,PO-INFY1621086,NEFT/RTGS CR-INFY1621086-PAYU-TREASURY SWEEP-Infosys Contractor Payroll,Corporate treasury gross settlement INFY1621086,matched,False,matched_clean
TXN-10K-00094,Swiggy Instamart Fleet,Quick Commerce,NetBanking,SBI,Razorpay,82053.59,1942.0,82053.59,80111.59,2026-09-04 00:35:00,2026-09-04 00:35:00,REF-SWG1257489,PO-SWG1257489,NB CR-SWG1257489-RAZORPAY-DIRECT DISBURSE-Swiggy Instamart Fleet,Internet banking settlement net of fee SWG1257489,matched,False,matched_clean
TXN-10K-00095,Cleartrip Flights & Hotels,Travel,Debit Card,HDFC,PayU,20758.68,513.48,20758.68,20139.97,2026-08-27 07:10:00,2026-08-27 07:10:00,REF-CLRT2347467,PO-CLRT2347467,DEBIT CR-CLRT2347467-PAYU-SETTLEMENT-Cleartrip Flights & Hotels,Debit collection clearance sweep CLRT2347467,flagged,True,fee_deduction
TXN-10K-00096,Razorpay Capital Advances,Lending,NetBanking,SBI,PayU,11282.34,292.65,11282.34,10989.69,2026-08-05 17:00:00,2026-08-05 17:00:00,REF-RZPC5821419,PO-RZPC5821419,NB CR-RZPC5821419-PAYU-DIRECT DISBURSE-Razorpay Capital Advances,Internet banking settlement net of fee RZPC5821419,matched,False,matched_clean
TXN-10K-00097,Razorpay Capital Advances,Lending,UPI,HDFC,Razorpay,10455.92,24.67,10455.92,10431.25,2026-08-02 10:34:00,2026-08-02 10:34:00,REF-RZPC6442103,PO-RZPC6442103,UPI CR-RZPC6442103-RAZORPAY-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC6442103,matched,False,matched_clean
TXN-10K-00098,Zerodha Securities Payout,FinTech,UPI,SBI,Cashfree,3776.33,8.91,3776.33,3767.42,2026-08-28 04:19:00,2026-08-28 04:19:00,REF-ZRD4020853,PO-ZRD4020853,UPI CR-ZRD4020853-CASHFREE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD4020853,matched,False,matched_clean
TXN-10K-00099,Freshworks SaaS Cloud,SaaS,Credit Card,KOTAK,PayU,18973.24,435.8,18973.24,18537.44,2026-08-10 16:55:00,2026-08-10 16:55:00,REF-FRSH8736811,PO-FRSH8736811,CARD SETTLE-FRSH8736811-PAYU-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH8736811,matched,False,matched_clean
TXN-10K-00100,Dunzo Quick Commerce,E-Commerce,Credit Card,AXIS,Cashfree,12858.6,295.46,12858.6,12563.14,2026-08-29 20:47:00,2026-08-29 20:47:00,REF-DNZ6018975,PO-DNZ6018975,CARD SETTLE-DNZ6018975-CASHFREE-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ6018975,matched,False,matched_clean
TXN-10K-00101,Zerodha Securities Payout,FinTech,UPI,AXIS,Cashfree,5862.69,13.84,5862.69,5848.85,2026-08-31 12:38:00,2026-08-31 12:38:00,REF-ZRD4979651,PO-ZRD4979651,UPI CR-ZRD4979651-CASHFREE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD4979651,matched,False,matched_clean
TXN-10K-00102,Nykaa Cosmetics D2C,D2C,NEFT/RTGS,KOTAK,Cashfree,389515.37,0.0,389515.37,389515.37,2026-08-26 18:22:00,2026-08-26 18:22:00,REF-NYK1135861,PO-NYK1135861,NEFT/RTGS CR-NYK1135861-CASHFREE-TREASURY SWEEP-Nykaa Cosmetics D2C,Corporate treasury gross settlement NYK1135861,matched,False,matched_clean
TXN-10K-00103,Dunzo Quick Commerce,E-Commerce,NetBanking,KOTAK,PayU,163013.61,3180.23,163013.61,159833.38,2026-08-16 05:43:00,2026-08-16 05:43:00,REF-DNZ6910964,PO-DNZ6910964,NB CR-DNZ6910964-PAYU-DIRECT DISBURSE-Dunzo Quick Commerce,Internet banking settlement net of fee DNZ6910964,matched,False,matched_clean
TXN-10K-00104,Zerodha Securities Payout,FinTech,NetBanking,ICICI,Razorpay,118109.61,2655.97,118109.61,115453.64,2026-08-21 00:02:00,2026-08-21 00:02:00,REF-ZRD1559763,PO-ZRD1559763,NB CR-ZRD1559763-RAZORPAY-DIRECT DISBURSE-Zerodha Securities Payout,Internet banking settlement net of fee ZRD1559763,matched,False,matched_clean
TXN-10K-00105,Freshworks SaaS Cloud,SaaS,Debit Card,SBI,Cashfree,14162.24,312.77,14162.24,13849.47,2026-08-10 03:24:00,2026-08-12 03:24:00,REF-FRSH7138070,PO-FRSH7138070,DEBIT CR-FRSH7138070-CASHFREE-SETTLEMENT-Freshworks SaaS Cloud,Debit collection clearance sweep FRSH7138070,flagged,True,settlement_lag
TXN-10K-00106,Zerodha Securities Payout,FinTech,Debit Card,AXIS,Cashfree,26197.19,494.15,26197.19,20902.34,2026-08-09 00:59:00,2026-08-09 00:59:00,REF-ZRD2263313,PO-ZRD2263313,DEBIT CR-ZRD2263313-CASHFREE-SETTLEMENT-Zerodha Securities Payout,Debit collection clearance sweep ZRD2263313,mismatched,True,amount_discrepancy
TXN-10K-00107,Razorpay Capital Advances,Lending,UPI,KOTAK,Cashfree,6009.43,14.18,6009.43,5995.25,2026-08-18 03:18:00,2026-08-18 03:18:00,REF-RZPC3073474,PO-RZPC3073474,UPI CR-RZPC3073474-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC3073474,matched,False,matched_clean
TXN-10K-00108,Zerodha Securities Payout,FinTech,NetBanking,KOTAK,PayU,169551.08,3661.35,169551.08,165889.73,2026-08-08 08:02:00,2026-08-08 08:02:00,REF-ZRD4922880,PO-ZRD4922880,NB CR-ZRD4922880-PAYU-DIRECT DISBURSE-Zerodha Securities Payout,Internet banking settlement net of fee ZRD4922880,matched,False,matched_clean
TXN-10K-00109,Postman API Cloud,SaaS,Credit Card,SBI,Stripe,48092.81,1109.15,48092.81,46983.66,2026-08-31 08:55:00,2026-08-31 08:55:00,REF-POST6069909,PO-POST6069909,CARD SETTLE-POST6069909-STRIPE-POS DISBURSE-Postman API Cloud,Card settlement net of gateway interchange POST6069909,matched,False,matched_clean
TXN-10K-00110,Dunzo Quick Commerce,E-Commerce,NEFT/RTGS,HDFC,Cashfree,183538.55,0.0,183538.55,183538.55,2026-08-17 03:20:00,2026-08-17 03:20:00,REF-DNZ3276065,PO-DNZ3276065,NEFT/RTGS CR-DNZ3276065-CASHFREE-TREASURY SWEEP-Dunzo Quick Commerce,Corporate treasury gross settlement DNZ3276065,matched,False,matched_clean
TXN-10K-00111,Nykaa Cosmetics D2C,D2C,Credit Card,KOTAK,PayU,54823.02,1347.89,54823.02,53475.13,2026-08-28 07:21:00,2026-08-28 07:21:00,REF-NYK2661307,PO-NYK2661307,CARD SETTLE-NYK2661307-PAYU-POS DISBURSE-Nykaa Cosmetics D2C,Card settlement net of gateway interchange NYK2661307,matched,False,matched_clean
TXN-10K-00112,Zerodha Securities Payout,FinTech,UPI,HDFC,Cashfree,6753.73,15.94,6753.73,6737.79,2026-08-16 21:22:00,2026-08-16 21:22:00,REF-ZRD2666893,PO-CORRUPT-266689,UPI CR-ZRD2666893-CASHFREE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD2666893,flagged,True,reference_corruption
TXN-10K-00113,Nykaa Cosmetics D2C,D2C,UPI,KOTAK,Cashfree,4246.84,10.02,4246.84,4236.82,2026-08-09 00:31:00,2026-08-09 00:31:00,REF-NYK2538024,PO-NYK2538024,UPI CR-NYK2538024-CASHFREE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK2538024,matched,False,matched_clean
TXN-10K-00114,Swiggy Instamart Fleet,Quick Commerce,Debit Card,HDFC,Razorpay,19175.38,350.27,19175.38,18825.11,2026-08-10 04:16:00,2026-08-10 04:16:00,REF-SWG4442778,PO-SWG4442778,DEBIT CR-SWG4442778-RAZORPAY-SETTLEMENT-Swiggy Instamart Fleet,Debit collection clearance sweep SWG4442778,matched,False,matched_clean
TXN-10K-00115,Zomato Logistics Payouts,Logistics,Debit Card,KOTAK,Stripe,18395.3,367.72,18395.3,18027.58,2026-08-11 05:20:00,2026-08-11 05:20:00,REF-ZMT1047572,PO-CORRUPT-104757,DEBIT CR-ZMT1047572-STRIPE-SETTLEMENT-Zomato Logistics Payouts,Debit collection clearance sweep ZMT1047572,flagged,True,reference_corruption
TXN-10K-00116,Cleartrip Flights & Hotels,Travel,Debit Card,KOTAK,Cashfree,9312.56,192.39,9312.56,9120.17,2026-08-02 13:29:00,2026-08-02 13:29:00,REF-CLRT1249314,PO-CLRT1249314,DEBIT CR-CLRT1249314-CASHFREE-SETTLEMENT-Cleartrip Flights & Hotels,Debit collection clearance sweep CLRT1249314,matched,False,matched_clean
TXN-10K-00117,Swiggy Instamart Fleet,Quick Commerce,UPI,SBI,Razorpay,928.13,2.19,928.13,925.94,2026-08-28 02:57:00,2026-08-28 02:57:00,REF-SWG2906718,PO-SWG2906718,UPI CR-SWG2906718-RAZORPAY-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG2906718,matched,False,matched_clean
TXN-10K-00118,Infosys Contractor Payroll,Enterprise,Credit Card,AXIS,Cashfree,9248.19,219.24,9248.19,9028.95,2026-09-02 16:33:00,2026-09-06 16:33:00,REF-INFY1727544,PO-INFY1727544,CARD SETTLE-INFY1727544-CASHFREE-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY1727544,flagged,True,settlement_lag
TXN-10K-00119,Postman API Cloud,SaaS,Credit Card,SBI,PayU,3498.92,81.76,3498.92,3417.16,2026-08-31 22:42:00,2026-08-31 22:42:00,REF-POST8151684,PO-POST8151684,CARD SETTLE-POST8151684-PAYU-POS DISBURSE-Postman API Cloud,Card settlement net of gateway interchange POST8151684,matched,False,matched_clean
TXN-10K-00120,Infosys Contractor Payroll,Enterprise,UPI,HDFC,Razorpay,2352.76,5.56,2352.76,2347.2,2026-08-09 18:23:00,2026-08-09 18:23:00,REF-INFY6455706,PO-INFY6455706,UPI CR-INFY6455706-RAZORPAY-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY6455706,matched,False,matched_clean
TXN-10K-00121,Swiggy Instamart Fleet,Quick Commerce,Credit Card,KOTAK,Cashfree,45880.5,1135.27,45880.5,44745.23,2026-08-08 08:57:00,2026-08-08 08:57:00,REF-SWG2919549,PO-SWG2919549,CARD SETTLE-SWG2919549-CASHFREE-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG2919549,matched,False,matched_clean
TXN-10K-00122,Postman API Cloud,SaaS,Credit Card,ICICI,PayU,18062.83,381.78,18062.83,17681.05,2026-08-23 00:28:00,2026-08-23 00:28:00,REF-POST7689582,PO-POST7689582,CARD SETTLE-POST7689582-PAYU-POS DISBURSE-Postman API Cloud,Card settlement net of gateway interchange POST7689582,matched,False,matched_clean
TXN-10K-00123,Razorpay Capital Advances,Lending,UPI,SBI,Cashfree,2416.69,5.7,2416.69,2386.2,2026-08-31 11:17:00,2026-08-31 11:17:00,REF-RZPC2530497,PO-RZPC2530497,UPI CR-RZPC2530497-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC2530497,flagged,True,fee_deduction
TXN-10K-00124,Freshworks SaaS Cloud,SaaS,Credit Card,SBI,Stripe,44481.12,938.25,44481.12,43429.05,2026-08-23 07:52:00,2026-08-23 07:52:00,REF-FRSH3050700,PO-FRSH3050700,CARD SETTLE-FRSH3050700-STRIPE-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH3050700,flagged,True,fee_deduction
TXN-10K-00125,Razorpay Capital Advances,Lending,Credit Card,HDFC,Cashfree,27151.49,627.87,27151.49,26523.62,2026-09-02 16:15:00,2026-09-02 16:15:00,REF-RZPC3595941,PO-RZPC3595941,CARD SETTLE-RZPC3595941-CASHFREE-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC3595941,matched,False,matched_clean
TXN-10K-00126,Freshworks SaaS Cloud,SaaS,UPI,SBI,Cashfree,4286.74,10.11,4286.74,4276.63,2026-08-15 23:38:00,2026-08-15 23:38:00,REF-FRSH1440466,PO-FRSH1440466,UPI CR-FRSH1440466-CASHFREE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH1440466,matched,False,matched_clean
TXN-10K-00127,Zerodha Securities Payout,FinTech,UPI,HDFC,Stripe,11471.78,27.07,11471.78,11444.71,2026-08-22 20:58:00,2026-08-22 20:58:00,REF-ZRD1102438,PO-ZRD1102438,UPI CR-ZRD1102438-STRIPE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD1102438,matched,False,matched_clean
TXN-10K-00128,Cleartrip Flights & Hotels,Travel,UPI,KOTAK,PayU,11153.39,26.33,11153.39,11127.06,2026-08-02 12:07:00,2026-08-02 12:07:00,REF-CLRT9900022,PO-CLRT9900022,UPI CR-CLRT9900022-PAYU-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT9900022,matched,False,matched_clean
TXN-10K-00129,Razorpay Capital Advances,Lending,UPI,AXIS,Cashfree,4777.81,11.28,4777.81,4735.19,2026-08-22 04:22:00,2026-08-22 04:22:00,REF-RZPC2425342,PO-RZPC2425342,UPI CR-RZPC2425342-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC2425342,flagged,True,fee_deduction
TXN-10K-00130,Swiggy Instamart Fleet,Quick Commerce,UPI,HDFC,Razorpay,9979.79,23.55,9979.79,9956.24,2026-09-02 05:43:00,2026-09-02 05:43:00,REF-SWG8416270,PO-SWG8416270,UPI CR-SWG8416270-RAZORPAY-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG8416270,matched,False,matched_clean
TXN-10K-00131,Zomato Logistics Payouts,Logistics,UPI,KOTAK,Razorpay,1796.71,4.24,1796.71,1792.47,2026-09-02 02:59:00,2026-09-02 02:59:00,REF-ZMT6174418,PO-ZMT6174418,UPI CR-ZMT6174418-RAZORPAY-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT6174418,matched,False,matched_clean
TXN-10K-00132,Razorpay Capital Advances,Lending,UPI,KOTAK,Razorpay,4626.08,10.92,4626.08,4615.16,2026-08-14 13:41:00,2026-08-14 13:41:00,REF-RZPC5286905,PO-RZPC5286905,UPI CR-RZPC5286905-RAZORPAY-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC5286905,matched,False,matched_clean
TXN-10K-00133,Freshworks SaaS Cloud,SaaS,Debit Card,HDFC,PayU,14166.28,309.28,14166.28,13757.35,2026-08-26 03:10:00,2026-08-26 03:10:00,REF-FRSH4860617,PO-FRSH4860617,DEBIT CR-FRSH4860617-PAYU-SETTLEMENT-Freshworks SaaS Cloud,Debit collection clearance sweep FRSH4860617,flagged,True,fee_deduction
TXN-10K-00134,Freshworks SaaS Cloud,SaaS,UPI,AXIS,Razorpay,6977.35,16.46,6977.35,6960.89,2026-08-05 19:41:00,2026-08-05 19:41:00,REF-FRSH8202195,PO-FRSH8202195,UPI CR-FRSH8202195-RAZORPAY-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH8202195,matched,False,matched_clean
TXN-10K-00135,Razorpay Capital Advances,Lending,UPI,SBI,Razorpay,14498.07,34.22,14498.07,14352.27,2026-08-12 06:05:00,2026-08-12 06:05:00,REF-RZPC8719145,PO-RZPC8719145,UPI CR-RZPC8719145-RAZORPAY-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC8719145,flagged,True,fee_deduction
TXN-10K-00136,Freshworks SaaS Cloud,SaaS,UPI,AXIS,Razorpay,8894.74,20.99,8894.74,8780.44,2026-09-03 11:41:00,2026-09-03 11:41:00,REF-FRSH7639863,PO-FRSH7639863,UPI CR-FRSH7639863-RAZORPAY-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH7639863,flagged,True,fee_deduction
TXN-10K-00137,Zomato Logistics Payouts,Logistics,UPI,SBI,Stripe,9553.39,22.55,9553.39,9530.84,2026-09-04 02:24:00,2026-09-07 02:24:00,REF-ZMT4253164,PO-ZMT4253164,UPI CR-ZMT4253164-STRIPE-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT4253164,flagged,True,settlement_lag
TXN-10K-00138,Nykaa Cosmetics D2C,D2C,UPI,ICICI,Stripe,3951.13,9.32,3951.13,3941.81,2026-08-13 05:33:00,2026-08-13 05:33:00,REF-NYK3564729,PO-NYK3564729,UPI CR-NYK3564729-STRIPE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK3564729,matched,False,matched_clean
TXN-10K-00139,Freshworks SaaS Cloud,SaaS,Credit Card,ICICI,PayU,42803.68,1063.19,42803.68,41740.49,2026-08-30 08:14:00,2026-08-30 08:14:00,REF-FRSH6422534,PO-FRSH6422534,CARD SETTLE-FRSH6422534-PAYU-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH6422534,matched,False,matched_clean
TXN-10K-00140,Cleartrip Flights & Hotels,Travel,Credit Card,AXIS,Razorpay,47796.22,984.93,47796.22,46811.29,2026-08-19 05:11:00,2026-08-19 05:11:00,REF-CLRT1942411,PO-CLRT1942411,CARD SETTLE-CLRT1942411-RAZORPAY-POS DISBURSE-Cleartrip Flights & Hotels,Card settlement net of gateway interchange CLRT1942411,matched,False,matched_clean
TXN-10K-00141,Infosys Contractor Payroll,Enterprise,UPI,AXIS,Razorpay,12500.69,29.5,12500.69,12471.19,2026-08-06 07:00:00,2026-08-06 07:00:00,REF-INFY2514923,PO-INFY2514923,UPI CR-INFY2514923-RAZORPAY-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY2514923,matched,False,matched_clean
TXN-10K-00142,Postman API Cloud,SaaS,Credit Card,AXIS,PayU,71622.28,1457.93,71622.28,70164.35,2026-08-04 00:21:00,2026-08-04 00:21:00,REF-POST4158134,PO-POST4158134,CARD SETTLE-POST4158134-PAYU-POS DISBURSE-Postman API Cloud,Card settlement net of gateway interchange POST4158134,matched,False,matched_clean
TXN-10K-00143,Cleartrip Flights & Hotels,Travel,UPI,HDFC,PayU,13502.03,31.86,13502.03,13470.17,2026-08-22 11:52:00,2026-08-22 11:52:00,REF-CLRT9464927,PO-CLRT9464927,UPI CR-CLRT9464927-PAYU-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT9464927,matched,False,matched_clean
TXN-10K-00144,Dunzo Quick Commerce,E-Commerce,NEFT/RTGS,ICICI,PayU,652678.84,0.0,652678.84,652678.84,2026-08-11 21:25:00,2026-08-14 21:25:00,REF-DNZ7255418,PO-DNZ7255418,NEFT/RTGS CR-DNZ7255418-PAYU-TREASURY SWEEP-Dunzo Quick Commerce,Corporate treasury gross settlement DNZ7255418,flagged,True,settlement_lag
TXN-10K-00145,Razorpay Capital Advances,Lending,Debit Card,SBI,Razorpay,48971.14,1092.49,48971.14,47878.65,2026-08-05 20:15:00,2026-08-05 20:15:00,REF-RZPC2585546,PO-RZPC2585546,DEBIT CR-RZPC2585546-RAZORPAY-SETTLEMENT-Razorpay Capital Advances,Debit collection clearance sweep RZPC2585546,matched,False,matched_clean
